company,address,city,telephone,type,description
DEPOT SAFETY,Jl. Sugeng Jeroni No. 72  Yogyakarta,Jogja • Daerah Istimewa Yogyakarta,0274370999/0274379919/08112508699,bahan-bangunan,"c/o. PT. Citra Total Proteksindo 
Bergerak di bidang Keselamatan dan Kesehatan Kerja [ PJK3 ] Bidang Proteksi Kebakaran. Bidang Kegiatan : Pemasangan dan Perawatan Proteksi Kebakaran meliputi Alat Pemadam Api Ringan (APAR), Instalasi Deteksi Alarm, Hydrant System, Sprinkler System dan System Pemadam Otomatik Integrated.
ALAT PEMADAM API 
Pengecekan, perawatan, servis dan isi ulang, Alat Pemadam Api Kebakaran ( APAR ) dengan berbagai macam merk antara lain : Alat Pemadam Api MAXGUARD, Yamato, Gunnebo, SERVVO, FUHRER, ARINDO, MASKOT, PROTEKTOR, INDOKA, VIKING, PYROMAX, APPRON, ALTEK, PYROSAFE, PYRENE, MAXIMAX, DAFO, CHUBB, FIREGUARD, REVO, VENUS, STARVVO, VULCAN, PRIMA, HARTINDO AF 11, FIROTECT, ALPINDO, GUARDALL, PROTECT, dll.
Dengan segala jenis media racun api yang digunakan, seperti : ABC DRY CHEMICAL POWDER, BC POWDER, GAS CAIR HALON FREE, HCF 21, HCFC 123, R141B GAS, HALOTRON 1, NAF P IV, SOFKAFLAM, CARBON DIOXIDE CO2, BUSA AB, FAOM LIQUID, FOAM AFFF 3%, FOAM AFFF 6%, VULCAN AF 21, VULCAN AF 31 (WATER BASED), VULCAN AF 11, MAXGUARD AF 11, dll. 
Dengan berbagai type, seperti : Portable, Trolly ( Pakai Roda) & Thermatic System, dengan harga yang kompetitif, ekonomis, bergaransi dan jaminan kualitas yang baik sesuai kebutuhan anda, melayani antar jemput atau layanan ditempat Anda.
FIRE ALARM SYSTEM
Jasa Pemasangan Baru Instalasi Fire Alarm System dan Jasa Pengecekan Teknis, Perawatan (Maintenance) Fire Alarm System, dengan berbagai macam merk antara lain : Fire Alarm System MAXGUARD, Fire Alarm APPRON, Fire Alarm APOLLO, Fire Alarm HOOSEKI, Fire Alarm HONG CHANG, Fire Alarm KIDDE SERIES, Fire Alarm ESSER, Fire Alarm HONEYWELL, Fire Alarm NOTIFIER, Fire Alarm HOCHIKI, Fire Alarm NOHMI, Fire Alarm SIMPLEX, Fire Alarm PROTEKTOR, Fire Alarm NITTAN, Fire Alarm System EDWARD, Fire Alarm SIEMENS, Fire Alarm GST, Fire Alarm YUN YANG, Fire Alarm HORING LIH, Fire Alarm TELEFIRE, dll.
FIRE HYDRANT SYSTEM
Jasa Pemasangan Baru Instalasi Fire Hydrant System dan Jasa Pengecekan Teknis, Perawatan (Maintenance) Fire Hydrant System, dengan berbagai macam merk antara lain : Fire Hydrant System MAXGUARD, Fire Hydrant APPRON, Fire Hydrant VENUS, Fire Hydrant X-FIRE, Fire Hydrant HOOSEKI, Fire Hydrant YAMATO, Fire Hydrant GUNNEBO, Fire Hydrant PROTECTOR, Fire Hydrant ZEKI, Fire Hydrant OZEKI, Fire Hydrant ALPINDO, Fire Hydrant FIROTECT, dll.
FIRE SPRINKLER SYSTEM
Jasa Pemasangan Baru Instalasi Fire Sprinkler System dan Jasa Pengecekan Teknis, Perawatan (Maintenance) Fire Sprinkler System, dengan berbagai macam merk antara lain : Fire Sprinkler System MAXGUARD, Fire Sprinkler APPRON, Fire Sprinkler VENUS, Fire Sprinkler X-FIRE, Fire Sprinkler HOOSEKI, Fire Sprinkler YAMATO, Fire Sprinkler GUNNEBO, Fire Hydrant PROTECTOR, Fire Sprinkler FIROTECT, Fire Sprinkler TYCO, Fire Sprinkler SHILLA, Fire Sprinkler NATIONAL, Fire Sprinkler VIKING, dll.
FIRE INSTALATION SYSTEM"
COLORLINK,Jl. Danau Indah Raya Blok A1 No. 5,jakarta utara • DKI Jakarta,628131111047,bahan-bangunan,"Kami Perusahaan yang bergerak dalam penjualan / supplier Digital Printing Seperti : SK-4 : Colorlink SK-4, Phaeton SK-4, my jet, Allwins dll Sparepart : Print head, Ink pump, Valve, Head board, Board, Kabel Connector dll ,XBanner, Ybanner, Roll up, Mini xbanner Bahan : Fronlite/ Flexi/ MMT, Sticker ritrama, Sticker Graftac, Oneway, Backlite"
PT GARUDA MAS LESTARI,JL. HOLIS 224,BANDUNG • Jawa Barat,62-22-6014647,bahan-bangunan,"PT GARUDA MAS LESTARI bergerak dalam bidang kimia sebagai pabrikasi , importir, distributor, stockist dan exportir. Kami melayani kebutuhan kimia baik barang jadi maupun bahan baku untuk berbagai industri lain Makanan dan minuman, Farmasi, Cosmetic, Pengolahan limbah air, Kertas, Bahan Baku Ternak, textile, dll."
Tegalrejo International Online Technology,"Bogor Office: Ruko Taman Victoria Blok F No. 1 Jl. Taman Victoria, Sentul City, Bogor 16810 Telp: 02182749551/02182749561 Solo Office: Jl. Adi Sumarmo Km. 6,5, Gedongan, Colomadu, Karanganyar, Jateng 57173 Telp : (0271) 7464-538, Fax : (0271) 7464-538",Wonogiri • Jawa Tengah,02717464538/02182749551/02182749561/083878700800/081280136486,bahan-bangunan,TEGALREJO INTERNATIONAL ONLINE TECHNOLOGY ( Tio-Tech ) Adalah Perusahaan Pribumi yang berbekalPendidikandanPengalamandanmerupakansalahsatu Group Perusahaan Besar di Jakarta yang bekerjasamadengan Perusahaan LuardanDalamNegeri yang bergerakdidalam Engineering dan Trading.
AKOR GLOBAL ENGINEERING,Raya Gunung Anyar Emas C2 NO. 6,surabaya • Jawa Timur,0818335695/08113287876,bahan-bangunan,"KAMI PERUSAHAAN YANG MENGSUPPLY MATERIAL KEBUTUHAN PROYEK, BENGKEL FABRIKASI, TOKO TEKNIK, TOKO BESI HUB : HERRY WA/HP 0818335695 / 08113287876 EMAIL : GOLDHERRY@YAHOO.COM/ AKORGLOBAL@YAHOO.COM"
SMILEY FIBER,Kupang Jaya 4 / 11,Surabaya • Jawa Timur,+6285103218075,bahan-bangunan,"Toilet Portable Fiberglass Surabaya.  Jual produk pengolahan air limbah IPAL STP, dan penyediaan tangki air bersih yang terbuat dari bahan FiberGlass ( FRP ) sesuai dengan permintaan dengan harga bersaing. Produk kami antara lain Jual TOILET Portable dengan urinoir, WC Portable, Toilet Shower Portable, Septic Tank Fiber Bio tech, Tangki IPAL"
PT.Tam Multi Karya,Glodok CityBlok BKS no.064 lantai 3Jakarta 11120,jakarta barat • DKI Jakarta,+622183717805,bahan-bangunan,"Kami Bergerak Dibidang Pengandaan serta Penjualan :
Kran Otomatis, Pengering Tangan (Hand Dryer), Urinal  Otomatis, Tempat Sabun Otomatis (Soap Dispenser), Silicon Drum Heater (Pemanas Drum), Tempat Sampah Otomatis,Dispenser Tissue Otomatis, Solinoid Valve, contact cleaner, signal lamp 
 RAFI,Perlengkapan marine, Dll."
RAJA LAMPU,Cebukan RT4 RW5 Sonorejo Grogol,Sukoharjo • Jawa Tengah,+6282136608248,bahan-bangunan,"Raja Lampu adalah sentra kerajinan tiang lampu dan lampu hias Jawa Tengah.
Menyediakan berbagai macam produk Tiang Lampu dan Lampu dengan beragam desain yang menarik.
Bingung Membuat Desain Tiang Lampu?
Membuat HPS, RAB, DED Proyek Penerangan Jalan?
Membuat Spesifikasi Material Tiang Lampu atau Lampu Hias?
Kami siap membantu anda!!"
PT. Daya Maju Utama,"Gedung AKA, 8th floor, Jl. Bangka Raya No.2, Mampang Prapatan, Jakarta Selata",Jakarta Selatan • DKI Jakarta,62217192680/0811152393,bahan-bangunan,Perusahaan kami bergerak dibidang Suppliers barang-barang Mechanical & Electrical. Dan juga di bidang Engineeriing M/E.
PT. Hudaya Maju Mandiri,"Jl. Raya Jakarta Bogor km 47,5 Cibinong Bogor 16912

Jl. Raya Teuku Umar KM. 44 Cikarang Barat-Bekasi 17520",Bogor • Jawa Barat,0818727690/081299023578,bahan-bangunan,"Dealer Hino Truk untuk wilayah Jabotabek, melayani pembelian Chasis truk baru, Karoseri Truk, & Service truk.
Untuk pemesanan silahkan hubungi kami dialamat email : hinosalesteam@ gmail.com Anda juga bisa kontak kami jika ingin konsultasi lebih lanjut dengan saudara Rino Hino di no Hp: 0818-727690 / 0812-99023578"
CV. Yupi Fiberglass Surabaya,jl raya taman timur gang 3 rt.12 rw.03 nomer 54-tama,sidoarjo •,+6282131393034,bahan-bangunan,"SELAMAT DATANG DI WEBSITE YUPI FIBERGLASS SURABAYA, KAMI PERUSAHAAN YANG MENANGANI PRODUKSI DI BIDANG FIBERGLASS. DENGAN PENGALAMAN LEBIH DARI 15 TAHUN PERCAYAKAN PRODUK-PRODUK FIBERGLASS YANG ANDA CARI PADA KAMI, KUALITAS TERJAMIN!"
PT. ADI RAYA MANDIRI,Jl.Pinang Raya No.70 Pondok Labu CilandakJakarta Selatan Indonesia,Jakarta Selatan • DKI Jakarta,021766374729042880/0217510595,bahan-bangunan,"PT. ADI RAYA MANDIRI berkembang sangat pesat sebagai perusahaan penyedia barang barang untuk kebutuhan industri yang ada di Indonesia.kami menjual dan medistribusikan spare part juga alat-alat untuk kebutuhan industri meliputi bidang Automation System Dan Electrical Components, Pneumatics, Hydraulic dan Juga Controls System Seperti : 
POWDER CLUTCH & BRAKES :

MITSUBISHI
OGURA
OSAKI DENGYOSA
SUNTES
SHINKO SINFONIA
MIKKI PULLEY
COREMO
WARNER
MAYR
ROTEX

HYDRAULIC PNEUMATICS :  

SMC
KOGANEI
CKD
KURODA
TAIYO
TACO
ROSS
AIRTAC
DAIKIN
YUKEN
NOK F-TEC
NACHI
MAC
ERACON
NEW-ERA
PISCO
CHANTO
MYOTOKU

ELECTRICAL MOTOR And INVERTERS : 

MITSUBISHI
YASKAWA
FUJI ELECTRIC
HITACHI
LG/ LS
TOSHIBA
NIKKI DENSO
TAMAGAWA
SEIKI NISSEI
RORZE
SANYO
DENKI
SAWAMURA
ORIENTAL MOTOR
VEXTA MOTOR
 PANASONIC
SHINKO
SHIMPO
NIDEC NEMICON
IDEC IZUMI

SENSOR & CONTROL DEVICE : 

SHINKO
OMRON
SUNX
KEYENCE
RIKEN OPTECH
YAMATAKE AZBIL
SEEKA/ TAKEX
TAKENAKA
PULNIX
KOYO
EUROTHERM OPTEX
PEPPERL+ FUCHS
PILZ
SICK
TURCK
IDEC
 IZUMI

POWER SUPPLIES DC - AC CONVERTER : 

COSEL
NEMIC
LAMBDA
FINE SUNTRONIX
OMRON
MEAN WELL
MURR
PULS
XP Power Supplies

TEMPERATURE CONTROLLER :

RKC
TOHO
SHIMADEN
SHINKO
FUJI ELECTRIC
HONEYWELL
ASAHI KEIKI
ALISH
KEYANG
YOKOGAWA
DYWER

Keuntungan Dari Pelayanan Kami Adalah Sbb:

Harga Yang Kami Tawarkan Lebih Bersaing 
Mutu Dan Keaslian Barang Terjamin 
Barang Dapat Kami Kirim Sesuai Dengan Tanggal Kebutuhan
Kemudahan Dalam Pembayaran 

Harga Hubungi Kami Dibawah Ini :PT. ADI RAYA MANDIRIJl. Pinang Raya No.70 Pondok LabuJakarta Selatan 12450 IndonesiaTelp : 6221-766 3747 - 2904 2880Fax  : 6221- 7510595E-Mail: adirama@indo.net.idE-Mail: adirayamandiri@yahoo.co.idE-Mail: ptadirayamandiri@yahoo.co.idWebsite : www.adirayamandiri.comWebsite : http://adirayamandiri.produkanda.com/"
Dunia Rak Minimarket,ondok alam permai blok E8 No 22 Gembor,Tangerang • Banten,02159712215/082113647899,bahan-bangunan,"Produsen Perlengkapan Supermarket atau Minimarket, kami menyediakan semua kebutuhan Pendukung supermarket atau minimarket Anda. yang sudah ada sejak Tahun 2010, lokasi di Tangerang Banten"
PT. ADI RAYA MANDIRI,Jl. Pinang Raya No.70 Pondok Labu,Jakarta Selatan • DKI Jakarta,02176637472904288071508379/0217510595/081219744882/081310878688/081288840351/081219597914,bahan-bangunan,"PT. ADI RAYA MANDIRI, berkembang sangat pesat sebagai perusahaan yang bergerak dalam bidang Industrial Automation System dan Electrical Components. perusahaan kami menjual dan medistribusikan barang barang spare part dan alat - alat untuk kebutuhan industri yang ada di Indonesia, meliputi bidang Automation System dan Electrical Components Pneumatic Hydraulic dan juga Controls System Seperti :AGENT :

OPTEX
TRAFAG
WATANABE ELECTRIC
PULS

AUTOMATION SYSTEM :

ALLEN BRADLEY
ABB
BECKHOFF
DANFOSS
DELTA
FUJI ELECTRIC
GE FANUC
HITACHI
EMERSON
LENZE
LS
OMRON
PANASONIC
SCHNEIDER
SIEMENS
TECO
TOSHIBA
YASKAWA

POWDER CLUTCH & BRAKES :

MITSUBISHI
OGURA
OSAKI-DENGYOSA
SUNTES SHINKO-SINFONIA
MIKKI-PULLEY
COREMO
WARNER
MAYR
HYDRAULIC

PNEUMATIC & HYDRAULICS :

SMC
KOGANEI
CKD
KURODA
TAIYO
TACO
ROSS
AIRTAC
DAIKIN
YUKEN
NOK F-TEC
NACHI-FUJIKOSHI
MAC VALVE
ERACON
NEW-ERA
PISCO
CHANTO
MYOTOKU

ELECTRICAL MOTORS:

MITSUBISHI
YASKAWA
FUJI-ELECTRIC
HITACHI
LG/LS
TOSHIBA
NIKKI-DENSO
TAMAGAWA SEIKI
NISSEI
RORZE
SANYO-DENKI
SAWAMURA
ORIENTAL-MOTOR
VEXTA MOTOR
PANASONIC
SHINKO
SHIMPO
NIDEC-NEMICON
IDEC-IZUMI

SENSOR & CONTROL DEVICE :

OMRON
PANASONIC-SUNX
KEYENCE
RIKEN-OPTECH
YAMATAKE-AZBIL
SEEKA-TAKEX
TAKENAKA-PULNIX
KOYO
EUROTHERM
OPTEX
PEPPERL+FUCHS
PILZ
SICK
TURCK
IDEC-IZUMI
PIL
IPF

POWER SUPPLIES DC - AC CONVERTER : 

COSEL
NEMIC-LAMBDA
FINE-SUNTRONIX 
OMRON
MEANWELL
MURR
PULS
XP

TEMPERATURE CONTROLLER :

RKC INSTRUMENTS
TOHO
SHIMADEN
SHINKO
FUJI ELECTRIC
HONEYWELL
ASAHI-KEIKI
ALISH
KEYANG
YOKOGAWA
DWYER
EMKO

Keuntungan dari pelayanan kami adalah sbb:

Harga yang kami tawarkan lebih bersaing
Mutu dan keaslian barang terjamin
Barang dapat kami kirim sesuai dengan tanggal kebutuhan
Kemudahan dalam pembayaran

Untuk permintaan penawaran harga hubungi kami dibawah ini :PT. ADI RAYA MANDIRIJl. Pinang Raya No.70 Pondok LabuJakarta Selatan 12450 IndonesiaTelp: 6221-7663747 - 29042880 - 71508379Fax: 6221-7510595E-mail: adirama@indo.net.idE-mail: adirayamandiri@yahoo.co.idE-mail: ptadirayamandiri@yahoo.co.idHubungi sales kami:
Lina:  081219744882
Dani: 081310878688
Maya: 081288840351
Sofyan: 081219597914"
Delta Pintu Kayu,"Jalan Kwadengan Timur No. 50, Lemahputro, Sidoarjo",Sidoarjo • Jawa Timur,081236861565,bahan-bangunan,"Delta Pintu Kayu adalah perusahaan penyedia jasa pembuatan kusen, pintu, dan jendela kayu berkualitas tinggi.
Berdiri sejak 2015, Delta Pintu Kayu sudah berpengalaman untuk memproduksi kusen, pintu, dan jendela kayu dengan tenaga terampil dan hasil memuaskan."
RAJAWALI MITRA SEGEL,"Ruko Taman Mahkota Blok A2 No. 29, Jl. Hussein Sastranegara
Kel. Benda, Kec. Benda, Tangerang, Indonesia",Tangerang • Banten,0215400247/0215400764/081932989851,bahan-bangunan,"Rajawali Mitra Segel adalah sebuah perusahaan yang berlokasi di Tangerang, Indonesia. Perusahaan kami menyediakan berbagai jenis segel drum besi / plastik (Steel / Plastic Cap-Seal), ring plastik (Plastic O-Ring), timah dan kawat segel (Tin and Wire Seal), alat segel drum besi (Tooling / Crimping Tool), tutup drum besi (Steel Drum Plug / Closures) dan alat pembuka tutup drum (Drum Plug Opener).Kami juga melayani jasa sablon atau emboss segel drum besi dengan LOGO perusahaan Anda.Untuk informasi lebih lanjut mengenai produk kami, silahkan hubungi kami di nomor-nomor berikut. Office: (021) - 5400 247 / 5400 588 Fax: (021) - 5400 764 Mobile:  0819 3298 9851 (Bp. Risfan)"
JAYA PUTRA AL FARISI,jalan raya kajen rt:1 rw:1 no: 1,tegal • Jawa Tengah,08568683354/087888788755,bahan-bangunan,"jaya putra al farisi adalah home industri yg bergerak di bidang pengrajin logam dan pengecoran logam seperti alumunium, kuningan, tembaga dll, hasil produksi yang sudah pernah : alat-alat scaffolding ( jack base, u head dll) , alat-alat perkapalan( jendela kapal, jangkar kapal) asessoris motor ( behel, foostep, racer, bracket, frame sliider)"
Celia Carpet & Interior,Jl. Rajawali no.858 G,Palembang • Sumatera Selatan,0711379079,bahan-bangunan,"Perusahaan kami berlokasi di Palembang dan bergerak di bidang jasa interior. Kami menyediakan jasa pemasangan WALLPAPER, WINDOW BLIND ( krey jendela) seperti ROLLER Blind, HORIZONTAL/ VERTICAL Blind, WOODEN Blind, ROMAN SHADES, dan lainnya. Kami juga menjual CARPET Wall-to-Wall, carpet roll -an, CAR"
Central_ Alat_ Berat,Pasar Asem Reges Lantai 2 ALO 2 AKS No.111-113,Jakarta Barat • DKI Jakarta,6282123338987,bahan-bangunan,AZTEKINDO MANDIRI menjual SPARE PARTS XGMA XCMG LIUGONG LONKING CHANGLIN SHANTUI ZOOMLION SDLG SANY  YUTONG FOTON LONG SPEED POWER STROONG FUGONG AKS FAW SHACMAN HOWO LOVOL DONGFENG CHENGLONG WEICHAI YUCHAI VOLVO HYUNDAI DOOSAN SAMSUNG DAEWOO CUMMINS PERKINS MITSHUBISHI MAN DEUTZ YANMAR KOMATSU CAT KOBELKO HITACHI TCM TOYOTA MITSHUBISHI HELI HYSTER
AJ TECHNIC,Gunung anyar jaya 1 A/20,surabaya • Jawa Timur,082132506960/081333066549,bahan-bangunan,"kami perusahaan yang bergerak dibidang spesialisasi supply Insulation Heat & Cold Materials, Sealing Material ( Packing & Gasket) , Materials ( Nalux Calsil Panel) dan Refractory Materials ( Castable & Brick) . Sealing System - Gasket & packing ( spiral wound gasket non asbestos) - r"
PT.LINARA MAS INDONESIA,Jalan Merpati Raya No 47  Ciputat,Tangerang Selatan • Banten,74632107,bahan-bangunan,"PT LINARA MAS INDONESIA, Divisi MATERIAL HANDLING & Divisi MECHANICAL ELECTRICAL, ingin menawarkan produk-produk kami yang mungkin dapat memenuhi kebutuhan perusahaan Bapak/ Ibu."
CV. RAFINDO TEKNIK,"Jl. Raya Dapet 32A ,Balong panggang, Gresik.61173.  JAWA TIMUR",gresik • Jawa Timur,081332197608,bahan-bangunan,RAFINDO TEKNIK merupakan badan usaha yang lahir dari tekad dan kemampuan yang diperoleh dari pengalaman sebagai karyawan yang meniti karir dari bawah selama kurang lebih 7 tahun. melalui pengalaman pengalaman ini kami berupaya untuk mewujud satu usaha mandiri yang dilandasi oleh semangat kerja yang tinggi
PT. GRAHA JAYA PRATAMA KINERJA,Mutiara Taman Palem  Blok B3 No.38 Jl.Kamal Raya Outer Ring Road Cengkareng. Daerah khusus Ibukota  Jakarta Barat,Jakarta Barat • DKI Jakarta,02154350108/082111118825,bahan-bangunan,"PT. GRAHA JAYA PRATAMA KINERJA, didirikan pada tahun 1995, adalah sebuah perusahaan swasta yang berlokasi di Jakarta, Indonesia. Kami terus menunjukkan pertumbuhan yang berkelanjutan dalam upaya untuk meningkatkan pelayanan dan hubungan yang baik untuk semua pelanggan kami.
Kami mengkhususkan diri dalam distribusi bahan kimia industri seperti: Kosmetik, Sepatu & Sandal, Farmasi, Karet, Sabun, Detergent Water Treatment, Plastik Resin, Compound Plastik, Thermo Plastic Rubber (TPR), Ink & Cat Kimia, Brake Fluid, Electroplating & kimia logam, Pupuk / Agrokimia, Solvent, Foam Industry, Glass & Keramik Kimia, Feed Additives, Food Additives, Pigment, Leather Chemicals, Plywood Adhesive Kimia, Master Batches, PVC Aditif, Candle, Personal & Home Care Industri, Paper & Pulp, Pertambangan & Pengeboran Minyak, Kimia Hazard Distributor / PTB2, dll.
Kami menyediakan bahan-bahan berkualitas tinggi, dengan pengiriman tepat waktu, dan harga yang kompatibel. Untuk saat ini kami telah berkembang dari sebuah perusahaan swasta kecil menjadi salah satu distributor bahan kimia yang dapat dipercaya untuk bahan kimia industri di Indonesia.
Pelanggan kami terletak di berbagai Kota di Indonesia, yaitu Jabodetabek, Surabaya, Bandung, Lampung, Medan, Kalimantan, Banten, Karawang, Batam, Timor Timur, dan banyak lagi.
Hubungi Kami:Phone: 021- 54350108Mobile: 0821-1111-8825marketing@grahachemical.co.idwww.grahachemical.co.id"
Valtech Jaya Abadi,"Lindeteves Trade Center Lantai GF2 Blok.A20 No.9, Jl.Hayam Wuruk 127",Jakarta Barat • DKI Jakarta,+622162308023/+622162320573,bahan-bangunan,"Kami merupakan Perusahaan yang bergerak dalam Bidang Perdagangan Produk Industri Untuk Instalasi Pipa digunakan untuk Aplikasi Water/Oil/Air/Steam/ Boiler/Light Oil antara lain Valve, Fittings Welding (Las)/ Threaded (Screw/ Ulir), Water Meter, Pipe, Flowmeter, Expantion Joint, Flexible Metal/Stainless Steel/Rubber, Strainer, Steam trap"
PT. MITRA KARYA PROPRAN,Pergudangan JJ Permata Jabon Blok A No.17 dan Blok B No.17 . Tambak Sawah . Sidoarjo,Surabaya • Jawa Timur,0318684085,bahan-bangunan,"PT. MITRA KARYA PROPRAN Bergerak Dalam Bidang Konstruksi, Pabrikasi Baja, Pembuatan Mesin, Matras dan Jasa Konstruksi.
Secara umum aktivitas perusahaan kami di katagorikan dalam 2 (dua) usaha inti antara lain :
Manufaktur : Dimulai dengan pembuatan konstruksi, matras, aksesoris  aksesoris besi/baja dan penerangan jalan umum.
 Jasa :   Mengerjakan pemasangan konstruksi.
Dalam era globalisasi sekarang ini yang ditandai oleh revolusi teknologi komunikasi dan teknologi informasi mengakibatkan terjadinya perubahan yang luar biasa . Dengan adanya kemudahan yang diperoleh dari komunikasi dan informasi, muncul kompetisi yang sangat ketat yang berakibat pelanggan semakin banyak pilihan  dan sangat sulit untuk dipuaskan karena telah terjadi pergeseran yang semula hanya untuk memenuhi KEBUTUHAN meningkat menjadi harapan untuk memenuhi KEPUASAN.
Agar dapat tumbuh berkembang dan tetap eksis dalam menghadapi perubahan persaingan yang sangat ketat KEPUASAN PELANGGAN menjadi sasaran strategis perusahaan kami.
Company Legacy
PT. MITRA KARYA PROPRAN telah dilengkapi dengan ijin usaha dari Dinas dan Departemen terkait demi keabsahan dan legalitas usaha.
Akta Pendirian Pengadilan Negeri Sidoarjo“PT. MITRA KARYA PROPRAN” Nomor : 06 Tanggal : 17-12-2013
Dinas Perijinan dan Penanaman Modal SidoarjoSurat Ijin Perseroan Terbatas (PT)  a/n : PT. MITRA KARYA PROPRANNo. TDP     : 13.17.1.46.05808
Badan Pelayanan Perijinan Terpadu  SidoarjoSurat Ijin Usaha Perdagangan a/n : PT. MITRA KARYA PROPRANNo. SIUP    : 510/656/404.6.2/2014
Departemen Keuangan Republik Indonesia Direktorat Jenderal Pajak
No. NPWP a/n : PT. MITRA KARYA PROPRANNo. 71.148.382.6-643.000
 
Kepala Desa Kepuh Kiriman Kecamatan Waru  Kabupaten SidoarjoSurat Keterangan Domisilia/n : PT. MITRA KARYA PROPRANReg. No     : 530/73/404.7.6.7/2013"
CV. Sentra Trada Utama,"Villa Damai Permai Blok B2 No. 20 Kelurahan  Gunung Bahagia, Balikpapan Selatan 76114.Kalimantan Timur",Balikpapan • Kalimantan Timur,082187993333/085707478888,bahan-bangunan,"KAMI SIAP MELAYANI KEBUTUHAN ANDA AKAN PRODUK TIANG LISTRIK BETON DENGAN UKURAN SBB
 
1.         9 Meter/200daN
2.      11 Meter/200daN
3.      12 Meter/200daN
4.      13 Meter/350daN
5.      14 Meter/350daN
6.      17 Meter/500daN
 
 
( DIPRODUKSI SESUAI STANDAR PLN (  SPLN D3/2013 )
 
KE SELURUHPENGIRIMAN  KALIMANTAN, SULAWESI"
HNS PUTRA BERSAUDARA,Jalan Besole-Stasiun Ceper Dk.Krenekan RT2 RW5 Klepu Ceper Klaten Jawa Tengah,Klaten  •,081393566446,bahan-bangunan,"PRODUKSI DAN PENJUALAN ALAT-ALAT TEHNOLOGI TEPAT GUNA DIANTARANYA MESIN BATA MERAH, MESIN PECAH BATA, MESIN BATAKO, MESIN MIXSER, MESIN BIHUN , MESIN GENTENG DLL"
Karoseri Kenka,"Jl M T Haryono Km 6,5 no 8 A 
Kelurahan Taman sari
Kecamatan Setu Bekasi",Bekasi • Jawa Barat,081295188853/02182623445,bahan-bangunan,"Info Harga Pembuatan Karoseri Mobil & Truck :
Karoseri Box Pendingin Freezer, Karoseri Box Pendingin Chiller, Karoseri Box Pendingin Frozen, Karoseri Box Cold Storage, Karoseri Box Refrigeration, Karoseri Box Cool Storage, Karoseri Box Fiber, Karoseri Box Cold Storage, aroseri Mobil Toko, Karoseri Food Truck, Karoseri Wingbox."
CV.Andra Putra Prima,Pondok CandraJl.Semangka 2 No.6Sidoarjo,Surabaya • Jawa Timur,03199683061,bahan-bangunan,"Fokus perusahaan kami adalah di bidang chemical dan General
 
 .General Chemical Industry dan Maintenance Product seperti : 
 
 Molykote
 Threebond
 Dow Corning
 Devcon
 Permatex
Rig wash
 Dry Electric Motor Cleaner
 Birkosit Dichtungskitt
 Oil Spill Dispersant
 L o c t i t e
 Degreaser"
